,unique_id,ds,cutoff,NBEATSx,Real_value,NHITS
0,BTC,2022-04-29,2022-04-28,0.008328115,0.0074577865800993,0.009095767
1,BTC,2022-04-30,2022-04-28,0.008218842,0.0054428967399202,0.009034587
2,BTC,2022-05-01,2022-04-28,0.008130755,0.0075400180393899,0.008932162
3,BTC,2022-05-02,2022-04-28,0.0079060905,0.007785433454798,0.0091196075
4,BTC,2022-05-03,2022-04-28,0.00858157,0.005110931366543,0.009497259
5,BTC,2022-05-04,2022-04-28,0.009132369,0.0077694720554706,0.00964542
6,BTC,2022-05-05,2022-04-28,0.008607515,0.0123454913098424,0.009564092
7,BTC,2022-05-06,2022-04-28,0.007815704,0.0089331874512553,0.009441593
8,BTC,2022-05-07,2022-04-28,0.007862519,0.0071615689848531,0.009277922
9,BTC,2022-05-08,2022-04-28,0.008375029,0.0095463408767549,0.009262096
10,BTC,2022-05-09,2022-04-28,0.008535128,0.0175487613459095,0.009394114
11,BTC,2022-05-10,2022-04-28,0.007815441,0.0197654914435254,0.009438039
12,BTC,2022-05-11,2022-04-28,0.008736233,0.0336483705664295,0.009380447
13,BTC,2022-05-12,2022-04-28,0.008676469,0.0298904925858492,0.009350309
14,BTC,2022-05-13,2022-04-29,0.00854497,0.0154662242067704,0.008299061
15,BTC,2022-05-14,2022-04-30,0.007532029,0.0119537654255075,0.007879422
16,BTC,2022-05-15,2022-05-01,0.0075549236,0.0103781701176544,0.0088843
17,BTC,2022-05-16,2022-05-02,0.007870913,0.013481059957886,0.0082258675
18,BTC,2022-05-17,2022-05-03,0.007072995,0.0102603672168518,0.0072569028
19,BTC,2022-05-18,2022-05-04,0.008652331,0.00965786229207,0.008952217
20,BTC,2022-05-19,2022-05-05,0.009806193,0.0100425105094226,0.009424517
21,BTC,2022-05-20,2022-05-06,0.010121778,0.0107147556118419,0.00818061
22,BTC,2022-05-21,2022-05-07,0.008572739,0.0048173609775051,0.008832004
23,BTC,2022-05-22,2022-05-08,0.008840565,0.0077632288528472,0.009767089
24,BTC,2022-05-23,2022-05-09,0.009632318,0.0092220381080991,0.009884603
25,BTC,2022-05-24,2022-05-10,0.010998826,0.0075270763730458,0.009998952
26,BTC,2022-05-25,2022-05-11,0.012312606,0.0079897232814029,0.012107488
27,BTC,2022-05-26,2022-05-12,0.011035031,0.011579868523878,0.011221251
28,BTC,2022-05-27,2022-05-13,0.011072723,0.0101231114081446,0.0128938705
