,unique_id,ds,cutoff,NHITS,Real_value
5172,ETH,2023-10-07,2023-09-30,0.004164625,0.001998026548388418
5179,ETH,2023-10-08,2023-10-01,0.006850926,0.0033518604165390818
5186,ETH,2023-10-09,2023-10-02,0.0065611713,0.007036563432141951
5193,ETH,2023-10-10,2023-10-03,0.00414878,0.0047244376390063415
5200,ETH,2023-10-11,2023-10-04,0.004993923,0.005679801588629927
5207,ETH,2023-10-12,2023-10-05,0.005439061,0.00525882364539054
5214,ETH,2023-10-13,2023-10-06,0.0052131168,0.005110664751095334
5221,ETH,2023-10-14,2023-10-07,0.004099519,0.0022157704274299427
5228,ETH,2023-10-15,2023-10-08,0.0050604576,0.003080619250177487
5235,ETH,2023-10-16,2023-10-09,0.00754512,0.009060503172642941
5242,ETH,2023-10-17,2023-10-10,0.0055578537,0.004701806363287188
5249,ETH,2023-10-18,2023-10-11,0.006692377,0.004190694619776259
5256,ETH,2023-10-19,2023-10-12,0.006119598,0.004571652584169294
5263,ETH,2023-10-20,2023-10-13,0.00601141,0.006742212139698917
5270,ETH,2023-10-21,2023-10-14,0.0036759614,0.004685739383778934
5277,ETH,2023-10-22,2023-10-15,0.004701623,0.006388159064699454
5284,ETH,2023-10-23,2023-10-16,0.0065178387,0.012258686479938672
5291,ETH,2023-10-24,2023-10-17,0.0055743055,0.013284523706538844
5298,ETH,2023-10-25,2023-10-18,0.005385113,0.00750168507543095
5305,ETH,2023-10-26,2023-10-19,0.005907653,0.010440964111906176
5312,ETH,2023-10-27,2023-10-20,0.0062649893,0.00709399416109517
5319,ETH,2023-10-28,2023-10-21,0.00558072,0.0036891191585521786
5326,ETH,2023-10-29,2023-10-22,0.006640523,0.004633810458668075
5333,ETH,2023-10-30,2023-10-23,0.008352539,0.006986571252353969
5340,ETH,2023-10-31,2023-10-24,0.009679552,0.005750442774529443
5347,ETH,2023-11-01,2023-10-25,0.007421025,0.007598615499144614
5354,ETH,2023-11-02,2023-10-26,0.008810598,0.006101055682554025
5361,ETH,2023-11-03,2023-10-27,0.0077048764,0.005649460613358413
5368,ETH,2023-11-04,2023-10-28,0.0056975153,0.004001120269672366
5375,ETH,2023-11-05,2023-10-29,0.0063266554,0.008581826512921255
5382,ETH,2023-11-06,2023-10-30,0.0073022945,0.0057113278901805625
5389,ETH,2023-11-07,2023-10-31,0.007419852,0.006414634876617695
5396,ETH,2023-11-08,2023-11-01,0.00850084,0.0042642417826997585
5403,ETH,2023-11-09,2023-11-02,0.0085916165,0.014277308706275612
5410,ETH,2023-11-10,2023-11-03,0.007887677,0.007371744048832871
5417,ETH,2023-11-11,2023-11-04,0.006497312,0.007492528891743949
5424,ETH,2023-11-12,2023-11-05,0.008122979,0.005953755191071003
5431,ETH,2023-11-13,2023-11-06,0.0065886676,0.009210663162262003
